question_id,image_filename,Marks,solution_image_id,solve_text,subject
15,3983.jpg,4.0,,"ধরি, নির্ণেয় কোণ a
R^2 = (2p)^2 + (5/2 p)^2 + 2.2p. 5/2 pcos a = 41/4 p^2 + 10p^2cos a ...(i)
(√3R)^2 = (2p)^2 + (5p)^2 + 2.2p.5pcos a = 29p^2 + 20p^2cos a
=> 3R^2 = 29p^2 + 20p^2cos a
=> 3 (41/4 p^2 + 10p^2cos a) = 29p^2 + 20p^2cos a [(i) নং এর মান বসিয়ে পাই]
=> 123/4 + 30cos a = 29 + 20cos a
=> 10cos a = -7/4 => cos a = -7/40 => a = 100.079° (Ans.)
নম্বর বণ্টনঃ
R^2 = 41/4 p^2 + 10p^2cos a ; নির্ণয়ের জন্য ০২ নম্বর।
3 (41/4 p^2 + 10p^2cos a) = 29p^2 + 20p^2cos a ; নির্ণয়ের জন্য ০৪ নম্বর।
a = 100.079° ; নির্ণয়ের জন্য ০৪ নম্বর।",Math
16,3984.jpg,10.0,,"ধরি, I = ∫ dx/(1-x)√1-x²  এবং 1 - x = 1/z  তাহলে z = 1/(1-x) এবং -dx = -(1/z²)dz
=> dx = -(1/z²)dz

∴ I = ∫ dz/(z²√1-(1-(1/z))²) = ∫ dz/(z√1-1+2/z-1/z²) = ∫ dz/(√2z-1) = (1/2)∫ d(2z-1)/(√2z-1) = (1/2).2√2z-1 + c

∴ ∫ dx/((1-x)√1-x²) = √2-1+x/(1-x) + c = √1+x/(1-x) + c (Ans.)

নম্বর বণ্টন:
dx = (1/z²)dz; নির্ণয়ের জন্য ০২ নম্বর।
∫ dz/(√2z-1) ; এই পর্যন্ত লেখার জন্য ০২ নম্বর।
(1/2).2√2z-1 + c ; এই পর্যন্ত লেখার জন্য ০৩ নম্বর।
∫ dx/((1-x)√1-x²) = √1+x/(1-x) + c ; নির্ণয়ের জন্য ০৩ নম্বর।",Math
1,3985.jpg,10.0,,"u = 21 ms⁻¹
α = 30°
R = u²sin2α/g = 21² × sin60°/g = 38.97 m
H = u²sin²α/2g = 21²sin²30°/2g = 5.625 m
2s পর, x = (ucosα)t = 21cos30° × 2 = 21√3 m
y = (usinα)t - 1/2gt² = (21sin30°)2 - 1/2g(4) = 1.4 m
∴ r = √x² + y² = 36.4 m
θ = tan⁻¹(1.4/21√3) = 2.2°
Vx = ucosα = 21cos30° = 21√3/2 = 18.18 ms⁻¹
Vy = usinα - gt = 21sin30° - g(2) = -9.1 ms⁻¹
∴ V = √Vx² + Vy² = √(21√3/2)² + (-9.1)² = 20.3 ms⁻¹
θ = -tan⁻¹|-9.1/18.18| = -26.59°
নম্বর বণ্টনঃ
R = 38.97 m; নির্ণয় করার জন্য ০২ নম্বর।
H = 5.625 m; নির্ণয় করার জন্য ০২ নম্বর।
r = 36.4 m; নির্ণয় করার জন্য ০৩ নম্বর।
V = 20.3 ms⁻¹; নির্ণয় করার জন্য ০৩ নম্বর।
[বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে]",Math
2,3986.jpg,10.0,,"a1a2 + b₁b2 = 36 + 20 = 56 > 0(+)
3x+4y+2 = 12x+5y-5 / 5 / 13
⇒ 39x + 52y + 26 = 60x + 25y - 25
⇒ 21x - 27y - 51 = 0 ⇒ 7x - 9y - 17 = 0 ... (i)
9x + 7y = 9(1) + 7(-2)
9x + 7y = 9 - 14 = -5
.. 9x + 7y + 5 = 0 (Ans.)
3x+4y+2 / 5 = 12x+5y-5 / 13
7x - 9y - 17 = 0
9x + 7y + 5 = 0",Math
5,3987.jpg,0.0,,"প্রশ্নমতে, |A| = 0: ব্যতিক্রমী ম্যাট্রিক্স
$\begin{bmatrix} 2 & 2a & a \\ 2 & 3b & b \\ 2 & 4c & c \end{bmatrix} = 0 \implies \begin{bmatrix} 0 & 2a - 3b & a - b \\ 0 & 3b - 4c & b - c \\ 2 & 4c & c \end{bmatrix} = 0$
$\implies 2\{(2a - 3b)(b - c) - (a - b)(3b - 4c)\} = 0$
$\implies 2ab - 2ac - 3b^2 + 3bc - 3ab + 4ac + 3b^2 - 4bc = 0$
$\implies -ab + 2ac - bc = 0 \implies b = \frac{2ac}{a + c} \implies \frac{2}{b} = \frac{1}{a} + \frac{1}{c}$
∴ a, b, c ভাজিত প্রগমনে রয়েছে।
অথবা, $\frac{1}{a}, \frac{1}{b}, \frac{1}{c}$ সমান্তর প্রগমনে রয়েছে। [Showed.]
নম্বর বণ্টনঃ
|A| = 0; লেখার জন্য 02 নম্বর।
$\frac{2}{b} = \frac{1}{a} + \frac{1}{c}$; নির্ণয় করার জন্য 06 নম্বর।
a, b, c ভাজিত প্রগমনে রয়েছে
অথবা
$\frac{1}{a}, \frac{1}{b}, \frac{1}{c}$ সমান্তর প্রগমনে রয়েছে; দেখানোর জন্য 02 নম্বর।",Math
6,3989.jpg,10.0,3988.0,"16(x - 2)² + 25(y - 3)² = 400
\frac{(x-2)^2}{25} + \frac{(y-3)^2}{16} = 1 (a > b)
e = \sqrt{1 - \frac{b^2}{a^2}} = \frac{3}{5}
ক্ষেত্রফল = \frac{1}{2} \times 2ae \times \beta = ae \times \beta
= 5 \times \frac{3}{5} \times 3 = 9 বর্গ একক
নম্বর বণ্টনঃ
\frac{(x-2)^2}{25} + \frac{(y-3)^2}{16} = 1 (a > b); নির্ণয় করার জন্য ০২ নম্বর।
e = \frac{3}{5}; নির্ণয় করার জন্য ০৩ নম্বর।
ক্ষেত্রফল = \frac{1}{2} \times 2ae \times \beta; নির্ণয় করার জন্য ০২ নম্বর।
ক্ষেত্রফল = 9 বর্গ একক; নির্ণয় করার জন্য ০৩ নম্বর।
[বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে]",Math
9,3991.jpg,10.0,3990.0,"(ছেদবিন্দুগুলো নির্ণয় করে)
ক্ষেত্রফল =
/begin{vmatrix}
1 & -1 & 0 & 2 & 1 & -1 \\
2 & 2 & 3 & 1 & 0 & 2 
/end{vmatrix}
=  /frac{1}{2} (1 - 0 + 6 - 0 + 0 + 3 - 2) = /frac{8}{2} = 4 বর্গ একক
নম্বর বণ্টনঃ
ছেদবিন্দুগুলো নির্ণয় করার জন্য (০২ × ০৪) = ০৮ নম্বর।
ক্ষেত্রফল = 4 বর্গ একক; নির্ণয় করার জন্য ০২ নম্বর।
[বি.দ্র: বর্গ একক না লিখলে ০১ নম্বর কর্তন করা হবে।]",Math
10,3993.jpg,0.0,3992.0,"ধরি, পুরুত্ব = h; R - r = h ⇒ R = r + h = 10 + h
V = \frac{4}{3}π(R³ - r³) = \frac{4}{3}π{(10 + h)³ - 10³}
⇒ \frac{dV}{dt} = 4π × {3(10 + h)² . \frac{dh}{dt} - 0} = 4π(10 + h)² . \frac{dh}{dt}
∴ \frac{dh}{dt} = \frac{dV}{dt} = \frac{-50}{4π × 225} = \frac{-1}{18π} cms⁻¹
∴ হ্রাসের হার = \frac{1}{18π} cms⁻¹

নম্বর বণ্টনঃ
V = \frac{4}{3}π(R³ - r³); নির্ণয় করার জন্য ০২ নম্বর।
\frac{dV}{dt} = 4π(10 + h)² . \frac{dh}{dt} ; নির্ণয় করার জন্য ০৩ নম্বর।
\frac{dh}{dt} = \frac{-1}{18π} cms⁻¹ ; নির্ণয় করার জন্য ০৫ নম্বর।
[বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে]",Math
11,3994.jpg,0.0,,"শীর্ষবিন্দুতে স্পর্শক: 2x + 3y - 5 = 0... (i)
ধরি, অক্ষের সমীকরণ: 3x - 2y + k = 0
(1,1) বসিয়ে, k = -1
.. অক্ষ: 3x - 2y - 1 = 0 ... (ii)
ধরি, নিয়ামক রেখার সমীকরণ, 2x + 3y + k = 0... (iii)
(i) ও (iii) এর মধ্যে দূরত্ব = \frac{2\sqrt{13}}{2} একক
\implies |\frac{k+5|}{\sqrt{2^2+3^2}} = \sqrt{13} \implies |k+5| = 13 \implies k = 8, -18
.. 2x + 3y + 8 = 0... (iv)
2x + 3y - 18 = 0 ...(v)
2x + 3y + 8 = 0 নিয়ামক রেখা হলে উপকেন্দ্র (ii) ও (v) এর ছেদবিন্দু (3, 4)
:: পরাবৃত্তের সমীকরণ: (x − 3)² + (y − 4)² = \frac{(2x+3y+8)²}{13}
আবার, 2x + 3y - 18 = 0 নিয়ামক রেখা হলে উপকেন্দ্র (ii) ও (iv) এর ছেদবিন্দু (-1, -2)
:: পরাবৃত্তের সমীকরণ: (x + 1)² + (y + 2)² = \frac{(2x+3y-18)²}{13}
নম্বর বণ্টনঃ
2x + 3y + 8 = 0 এবং 2x + 3y - 18 = 0; নির্ণয়ের জন্য ০৪ নম্বর।
(x - 3)² + (y - 4)² = \frac{(2x+3y+8)²}{13}; নির্ণয়ের জন্য ০৩ নম্বর।
(x + 1)² + (y + 2)² = \frac{(2x+3y-18)²}{13}; নির্ণয়ের জন্য ০৩ নম্বর।",Math
12,3995.jpg,10.0,,"x² + kx - 6k = 0 ..... (i)
x²-2x - k = 0 ... ... (ii)
(i) – (ii) ⇒ (k + 2)x - 5k = 0 ; x = \frac{5k}{k+2}
এখন, (\frac{5k}{k+2})² - 2.\frac{5k}{k+2} - k = 0
⇒ k = 0 অথবা, \frac{25k}{(k+2)²} - \frac{10}{k+2} - 1 = 0
⇒ 25k² - 10k - 20 - k² - 4k - 4 = 0
⇒ - k² + 11k - 24 = 0 ⇒ k = 3,8 :. k = 0,3,8
নম্বর বণ্টনঃ
x = \frac{5k}{k+2} ; নির্ণয় করার জন্য ০২ নম্বর।
(\frac{5k}{k+2})² - 2.\frac{5k}{k+2} - k = 0 ; লেখার জন্য ০২ নম্বর।
k = 0,3,8 ; নির্ণয় করার জন্য (০২× ০৩) = ০৬ নম্বর।",Math
13,3996.jpg,0.0,,"LS, \frac{2}{1+z} = \frac{2}{1+\cos\theta + i\sin\theta}
= \frac{2(1+\cos\theta - i\sin\theta)}{(1+\cos\theta)^2 - (i\sin\theta)^2}
= \frac{4\cos\frac{\theta}{2}(\cos\frac{\theta}{2} - i\sin\frac{\theta}{2})}{2\cos^2\frac{\theta}{2} + \sin^2\frac{\theta}{2}}
= \frac{2+2\cos\theta}{2\cos^2\frac{\theta}{2}} = \frac{1+\cos\theta}{\cos^2\frac{\theta}{2}} = 1 - i\tan\frac{\theta}{2} (Showed)

নম্বর বণ্টনঃ
\frac{2}{1+z} = \frac{2(1+\cos\theta - i\sin\theta)}{(1+\cos\theta)^2 - (i\sin\theta)^2}; নির্ণয় করার জন্য ০২ নম্বর।
\frac{2}{1+z} = \frac{4\cos\frac{\theta}{2}(\cos\frac{\theta}{2} - i\sin\frac{\theta}{2})}{2+2\cos\theta}; নির্ণয় করার জন্য ০৩ নম্বর।
\frac{2}{1+z} = 1 - i\tan\frac{\theta}{2}; দেখানোর জন্য ০৫ নম্বর।",Math
14,3998.jpg,3.0,3997.0,"12x = 20(5 - x)
12x = 100 - 20x
x = 25/8 = 3.125 m
C তে বল = 5 + 20 + 17 = 42 N
∑ M<sub>O</sub> = 0
(5 × 5) + 42(5 - x') - 17(5) = 0
x' = 25/7 = 3.571 m
x - x' = 25/7 - 25/8 = 25/56 = 0.446 m
নম্বর বণ্টনঃ
x = 3.125 m ; নির্ণয় করার জন্য ০৩ নম্বর।
x' = 3.571 m ; নির্ণয় করার জন্য ০৩ নম্বর।
সরাতে হবে = x - x' = 0.446 m ; নির্ণয় করার জন্য ০৪ নম্বর।
বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে",Math
15,3999.jpg,4.0,,"ধরি, নির্ণেয় কোণ a
R² = (2p)² + (⁵⁄₂p)² + 2.2p. ⁵⁄₂pcos a = ⁴¹⁄₄p² + 10p²cos a … (i)
(√3R)² = (2p)² + (5p)² + 2.2p.5pcos a = 29p² + 20p²cos a
⇒ 3R² = 29p² + 20p²cos a
⇒ 3(⁴¹⁄₄p² + 10p²cos a) = 29p² + 20p²cos a [(i) নং এর মান বসিয়ে পাই]
⇒ ¹²³/₄ + 30cos a = 29 + 20cos a
⇒ 10cos a = ⁻⁷⁄₄ ⇒ cos a = ⁻⁷⁄₄₀ ⇒ a = 100.079° (Ans.)
নম্বর বণ্টনঃ
R² = ⁴¹⁄₄p² + 10p²cos a ; নির্ণেয়ের জন্য ০২ নম্বর।
3(⁴¹⁄₄p² + 10p²cos a) = 29p² + 20p²cos a ; নির্ণয়ের জন্য ০৪ নম্বর।
a = 100.079°; নির্ণয়ের জন্য ০৪ নম্বর।",Math
16,4000.jpg,10.0,,"ধরি, I = ∫ dx/(1-x)√1-x² এবং 1 - x = 1/z  তাহলে z = 1/(1-x) এবং -dx = -(1/z²)dz

=> dx = -(1/z²)dz

:. I = ∫ dz/(z²√1-(1-(1/z))²) = ∫ dz/(z√1+1/z² - 1/z²) = ∫ dz/(√2z-1) = (1/2)∫ d(2z-1)/(√2z-1) = (1/2).2√2z-1 + c

:. ∫ dx/((1-x)√1-x²) = √2.1/(1-x) - 1 + c = √(2-1+x)/(1-x) + c = √(1+x)/(1-x) + c (Ans.)

নম্বর বণ্টন:

dx = (1/z²)dz ; নির্ণয়ের জন্য ০২ নম্বর।

∫ dz/(√2z-1) ; এই পর্যন্ত লেখার জন্য ০২ নম্বর।

(1/2).2√2z - 1 + c ; এই পর্যন্ত লেখার জন্য ০৩ নম্বর।

∫ dx/((1-x)√1-x²) = √(1+x)/(1-x) + c ; নির্ণয়ের জন্য ০৩ নম্বর।",Math
1,4020.jpg,10.0,,"u = 21 ms⁻¹
α = 30°
R = u²sin2α/g = 21² x sin60°/g = 38.97 m
H = u²sin²α/2g = 21²sin²30°/2g = 5.625 m
2s পর, x = (ucosα)t = 21cos30° × 2 = 21√3 m
y = (usinα)t - 1/2gt² = (21sin30°)2 - 1/2g(4) = 1.4 m
∴ r = √x² + y² = 36.4 m
θ = tan⁻¹(1.4/21√3) = 2.2°
Vx = ucosα = 21cos30° = 21√3/2 = 18.18 ms⁻¹
Vy = usinα - gt = 21sin30° - g(2) = -9.1 ms⁻¹
∴ V = √Vx² + Vy² = √(21√3/2)² + (-9.1)² = 20.3 ms⁻¹
θ = -tan⁻¹|-9.1/18.18| = -26.59°
নম্বর বণ্টনঃ
R = 38.97 m; নির্ণয় করার জন্য ০২ নম্বর।
H = 5.625 m; নির্ণয় করার জন্য ০২ নম্বর।
r = 36.4 m; নির্ণয় করার জন্য ০৩ নম্বর।
V = 20.3 ms⁻¹; নির্ণয় করার জন্য ০৩ নম্বর।
[বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে]",Math
2,4021.jpg,10.0,,"a1a2 + b₁b2 = 36 + 20 = 56 > 0(+)
3x+4y+2 = 12x+5y-5 / 5 / 13
⇒ 39x + 52y + 26 = 60x + 25y - 25
⇒ 21x - 27y - 51 = 0 ⇒ 7x - 9y - 17 = 0 ... (i)
9x + 7y = 9(1) + 7(-2)
9x + 7y = 9 - 14 = -5
.. 9x + 7y + 5 = 0 (Ans.)
নম্বর বণ্টনঃ
3x+4y+2 / 5 = 12x+5y-5 / 13 ; নির্ণয় করার জন্য ০২ নম্বর।
7x - 9y - 17 = 0 ; নির্ণয় করার জন্য ০৩ নম্বর।
9x + 7y + 5 = 0 ; নির্ণয় করার জন্য ০৫ নম্বর।",Math
5,4022.jpg,0.0,,"প্রশ্নমতে, |A| = 0: ব্যতিক্রমী ম্যাট্রিক্স

2   2a   a
|0  2a - 3b  a - b|
2   3b   b  = 0 => |0  3b - 4c  b - c| = 0
2   4c   c
2   4c   c

=> 2{(2a - 3b)(b - c) - (a - b)(3b - 4c)} = 0
=> 2ab - 2ac - 3b² + 3bc - 3ab + 4ac + 3b² - 4bc = 0
=> -ab + 2ac - bc = 0 => b = 2ac/(a + c) => 2/b = 1/a + 1/c

:. a, b, c ভাজিত প্রগমনে রয়েছে।
অথবা, 1/a, 1/b, 1/c সমান্তর প্রগমনে রয়েছে। [Showed.]

নম্বর বণ্টনঃ
|A| = 0; লেখার জন্য ০২ নম্বর।
2/b = 1/a + 1/c; নির্ণয় করার জন্য ০৬ নম্বর।
a, b, c ভাজিত প্রগমনে রয়েছে
অথবা
1/a, 1/b, 1/c সমান্তর প্রগমনে রয়েছে; দেখানোর জন্য ০২ নম্বর।",Math
6,4024.jpg,10.0,4023.0,"16(x - 2)² + 25(y - 3)² = 400
\frac{(x-2)²}{25} + \frac{(y-3)²}{16} = 1 (a > b)
e = \sqrt{1 - \frac{b²}{a²}} = \frac{3}{5}
ক্ষেত্রফল = \frac{1}{2} × 2ae × β = ae × β
= 5 × \frac{3}{5} × 3 = 9 বর্গ একক
নম্বর বণ্টনঃ
\frac{(x-2)²}{25} + \frac{(y-3)²}{16} = 1 (a > b); নির্ণয় করার জন্য ০২ নম্বর।
e = \frac{3}{5}; নির্ণয় করার জন্য ০৩ নম্বর।
ক্ষেত্রফল = \frac{1}{2} × 2ae × β; নির্ণয় করার জন্য ০২ নম্বর।
ক্ষেত্রফল = 9 বর্গ একক; নির্ণয় করার জন্য ০৩ নম্বর।
[বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে]",Math
9,4026.jpg,10.0,4025.0,"(ছেদবিন্দুগুলো নির্ণয় করে)
ক্ষেত্রফল = \begin{vmatrix}
1 & -1 & 0 & 2 & 1 & -1 \\
2 & 2 & 3 & 1 & 0 & 2 
\end{vmatrix}
= \frac{1}{2}(1 - 0 + 6 - 0 + 0 + 3 - 2) = \frac{8}{2} = 4 বর্গ একক
নম্বর বণ্টনঃ
ছেদবিন্দুগুলো নির্ণয় করার জন্য (০২ × ০৪) = ০৮ নম্বর।
ক্ষেত্রফল = 4 বর্গ একক; নির্ণয় করার জন্য ০২ নম্বর।
[বি.দ্র: বর্গ একক না লিখলে ০১ নম্বর কর্তন করা হবে।]",Math
10,4028.jpg,0.0,4027.0,"ধরি, পুরুত্ব = h; R - r = h ⇒ R = r + h = 10 + h
V = \frac{4}{3}π(R³ - r³) = \frac{4}{3}π{(10 + h)³ - 10³}
⇒ \frac{dV}{dt} = 4π × {3(10 + h)². \frac{dh}{dt} - 0} = 4π(10 + h)² \frac{dh}{dt}
:: \frac{dh}{dt} = \frac{dV}{dt} = \frac{-50}{4π × 225} = \frac{-1}{18π} cms⁻¹
:: হ্রাসের হার = \frac{1}{18π} cms⁻¹

নম্বর বণ্টনঃ
V = \frac{4}{3}π(R³ - r³); নির্ণয় করার জন্য ০২ নম্বর।
\frac{dV}{dt} = 4π(10 + h)² \frac{dh}{dt} ; নির্ণয় করার জন্য ০৩ নম্বর।
\frac{dh}{dt} = \frac{-1}{18π} cms⁻¹ ; নির্ণয় করার জন্য ০৫ নম্বর।
[বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে]",Math
11,4029.jpg,0.0,,"শীর্ষবিন্দুতে স্পর্শক: 2x + 3y - 5 = 0... (i)
ধরি, অক্ষের সমীকরণ: 3x - 2y + k = 0
(1,1) বসিয়ে, k = -1
.. অক্ষ: 3x - 2y - 1 = 0 ... (ii)
ধরি, নিয়ামক রেখার সমীকরণ, 2x + 3y + k = 0... (iii)
(i) ও (iii) এর মধ্যে দূরত্ব = \frac{2\sqrt{13}}{2} একক
\implies \frac{|k+5|}{\sqrt{2^2+3^2}} = \sqrt{13} \implies |k+5| = 13 \implies k = 8, -18
.. 2x + 3y + 8 = 0... (iv)
2x + 3y - 18 = 0 ...(v)
2x + 3y + 8 = 0 নিয়ামক রেখা হলে উপকেন্দ্র (ii) ও (v) এর ছেদবিন্দু (3, 4)
:: পরাবৃত্তের সমীকরণ: (x − 3)² + (y − 4)² = \frac{(2x+3y+8)^2}{13}
আবার, 2x + 3y - 18 = 0 নিয়ামক রেখা হলে উপকেন্দ্র (ii) ও (iv) এর ছেদবিন্দু (-1,-2)
:: পরাবৃত্তের সমীকরণ: (x + 1)² + (y + 2)² = \frac{(2x+3y-18)^2}{13}
নম্বর বণ্টনঃ
2x + 3y + 8 = 0 এবং 2x + 3y - 18 = 0; নির্ণয়ের জন্য ০৪ নম্বর।
(x - 3)² + (y - 4)² = \frac{(2x+3y+8)²}{13}; নির্ণয়ের জন্য ০৩ নম্বর।
(x + 1)² + (y + 2)² = \frac{(2x+3y-18)²}{13}; নির্ণয়ের জন্য ০৩ নম্বর।",Math
12,4030.jpg,10.0,,"x² + kx - 6k = 0 ..... (i)
x²-2x - k = 0 ... ... (ii)
(i) – (ii) ⇒ (k + 2)x - 5k = 0 ; x = \frac{5k}{k+2}
(\frac{5k}{k+2})² - 2.\frac{5k}{k+2} - k = 0
⇒ k = 0 অথবা, \frac{25k}{(k+2)²} - \frac{10}{k+2} - 1 = 0
⇒ 25k² - 10k - 20 - k² - 4k - 4 = 0
⇒ - k² + 11k - 24 = 0 ⇒ k = 3,8 ; k = 0,3,8
x = \frac{5k}{k+2} ; নির্ণয় করার জন্য ০২ নম্বর।
(\frac{5k}{k+2})² - 2.\frac{5k}{k+2} - k = 0 ; লেখার জন্য ০২ নম্বর।
k = 0,3,8 ; নির্ণয় করার জন্য (০২ × ০৩) = ০৬ নম্বর।",Math
13,4031.jpg,0.0,,"LS, \frac{2}{1+z} = \frac{2}{1+\cos\theta + i\sin\theta}

= \frac{2(1+\cos\theta - i\sin\theta)}{(1+\cos\theta)^2 - (i\sin\theta)^2} = \frac{2(2\cos^2\frac{\theta}{2} - i.2\sin\frac{\theta}{2}\cos\frac{\theta}{2})}{(1+\cos\theta)^2 + \sin^2\theta}

= \frac{4\cos\frac{\theta}{2}(\cos\frac{\theta}{2} - i\sin\frac{\theta}{2})}{2\cos^2\frac{\theta}{2}(\cos\frac{\theta}{2} - i\sin\frac{\theta}{2})} = \frac{2+2\cos\theta}{2\cos^2\frac{\theta}{2}} = \frac{1+\cos\theta}{\cos^2\frac{\theta}{2}} = 1 - i\tan\frac{\theta}{2} (Showed)

নম্বর বণ্টনঃ

\frac{2}{1+z} = \frac{2(1+\cos\theta - i\sin\theta)}{(1+\cos\theta)^2 - (i\sin\theta)^2} ; নির্ণয় করার জন্য ০২ নম্বর।

\frac{2}{1+z} = \frac{4\cos\frac{\theta}{2}(\cos\frac{\theta}{2} - i\sin\frac{\theta}{2})}{2+2\cos\theta} ; নির্ণয় করার জন্য ০৩ নম্বর।

\frac{2}{1+z} = 1 - i\tan\frac{\theta}{2} ; দেখানোর জন্য ০৫ নম্বর।",Math
14,4033.jpg,3.0,4032.0,"12x = 20(5 - x)
12x = 100 - 20x
x = 25/8 = 3.125 m

C তে বল = 5 + 20 + 17 = 42 N
○ বিন্দুতে সাপেক্ষে, + ve, Σ Mo = 0
(5 × 5) + 42(5 - x) - 17(5) = 0
x' = 25/7 = 3.571 m
x - x' = 25/7 - 25/8 = 25/56 = 0.446 m (Ans.)

নম্বর বণ্টনঃ
x = 3.125 m ; নির্ণয় করার জন্য ০৩ নম্বর।
x' = 3.571 m ; নির্ণয় করার জন্য ০৩ নম্বর।
সরাতে হবে = x - x' = 0.446 m ; নির্ণয় করার জন্য ০৪ নম্বর।
বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে",Math
15,4034.jpg,4.0,,"ধরি, নির্ণেয় কোণ α
R² = (2p)² + (⁵⁄₂p)² + 2.2p. ⁵⁄₂pcos α = ⁴¹⁄₄p² + 10p²cos α …(i)
(√3R)² = (2p)² + (5p)² + 2.2p.5pcos α = 29p² + 20p²cos α
⇒ 3R² = 29p² + 20p²cos α
⇒ 3(⁴¹⁄₄p² + 10p²cos α) = 29p² + 20p²cos α [(i) নং এর মান বসিয়ে পাই]
⇒ ¹²³/₄ + 30cos α = 29 + 20cos α
⇒ 10cos α = ⁻⁷⁄₄ ⇒ cos α = ⁻⁷⁄₄₀ ⇒ α = 100.079° (Ans.)
নম্বর বণ্টনঃ
R² = ⁴¹⁄₄p² + 10p²cos α ; নির্ণয়ের জন্য ০২ নম্বর।
3(⁴¹⁄₄p² + 10p²cos α) = 29p² + 20p²cos α ; নির্ণয়ের জন্য ০৪ নম্বর।
α = 100.079°; নির্ণয়ের জন্য ০৪ নম্বর।",Math
16,4035.jpg,10.0,,"ধরি, I = \int \frac{dx}{(1-x)\sqrt{1-x^2}} এবং 1 - x = \frac{1}{z} তাহলে z = \frac{1}{1-x} এবং -dx = -\frac{1}{z^2}dz
=> dx = \frac{1}{z^2}dz
:. I = \int \frac{dz}{z^2\sqrt{1-(1-\frac{1}{z})^2}} = \int \frac{dz}{z\sqrt{1-1+\frac{2}{z}-\frac{1}{z^2}}} = \int \frac{dz}{\sqrt{2z-1}} = \frac{1}{2}\int \frac{d(2z-1)}{\sqrt{2z-1}} = \frac{1}{2}.2\sqrt{2z-1} + c
:. \int \frac{dx}{(1-x)\sqrt{1-x^2}} = \sqrt{2.\frac{1}{1-x}-1} + c = \sqrt{\frac{2-1+x}{1-x}} + c = \sqrt{\frac{1+x}{1-x}} + c (Ans.)
নম্বর বণ্টন:
dx = \frac{1}{z^2}dz ; নির্ণয়ের জন্য ০২ নম্বর।
\int \frac{dz}{\sqrt{2z-1}} ; এই পর্যন্ত লেখার জন্য ০২ নম্বর।
\frac{1}{2}.2\sqrt{2z-1} + c ; এই পর্যন্ত লেখার জন্য ০৩ নম্বর।
\int \frac{dx}{(1-x)\sqrt{1-x^2}} = \sqrt{\frac{1+x}{1-x}} + c ; নির্ণয়ের জন্য ০৩ নম্বর।",Math
1,4202.jpg,3.0,,"x = tan⁻¹√(1-cosθ)/(1+cosθ) = tan⁻¹√(2sin²(θ/2))/(2cos²(θ/2)) = tan⁻¹(tan(θ/2)) = θ/2

এবং y = tan⁻¹(cosθ/(1+sinθ)) = tan⁻¹((1-tan²(θ/2))/(1+tan²(θ/2))) = tan⁻¹{(1-tan(θ/2))(1+tan(θ/2))/(1+tan²(θ/2))}

= tan⁻¹(1-tan(θ/2))/(1+tan(θ/2)) = tan⁻¹(1) - tan⁻¹(tan(θ/2)) = π/4 - θ/2 = π/4 - x

∴ dy/dx = d(π/4 - x)/dx = -1 (Ans.)

নম্বর বণ্টনঃ
X = θ/2 ; নির্ণয়ের জন্য ০৩ নম্বর।
Y = π/4 - X; নির্ণয়ের জন্য ০৩ নম্বর।
dy/dx = -1; নির্ণয়ের জন্য ০৪ নম্বর।",Math
2,4204.jpg,2.0,4203.0,"x = \frac{1}{y^2} \implies y = \pm \frac{1}{\sqrt{x}}

আবদ্ধ ক্ষেত্রের ক্ষেত্রফল = ADFC ক্ষেত্রের ক্ষেত্রফল - ADEB ক্ষেত্রের
ক্ষেত্রফল -BEFC ক্ষেত্রের ক্ষেত্রফল

\int_1^2 2 \cdot dx - \int_1^2 \frac{1}{\sqrt{x}} \cdot dx - \int_1^2 x \cdot dx

= 2 \cdot [x^2]_1^2 - 2 \cdot [\sqrt{x}]_1^2 - [\frac{x^2}{2}]_1^2

= 2 \cdot (2 - \frac{1}{4}) - 2 \cdot (\sqrt{1} - \sqrt{\frac{1}{4}}) - \frac{1}{2} \cdot (2^2 - 1^2)

= 2 \cdot \frac{7}{4} - 2 \cdot \frac{1}{2} - \frac{1}{2} \cdot 3 = 1 বর্গ একক (Ans.)

নম্বর বণ্টনঃ
চিত্র অংকনের জন্য ০২ নম্বর।

আবদ্ধ ক্ষেত্রের ক্ষেত্রফল = \int_1^2 2 \cdot dx - \int_1^2 \frac{1}{\sqrt{x}} \cdot dx - \int_1^2 x \cdot dx; নির্ণয়ের জন্য ০৩ নম্বর।

আবদ্ধ ক্ষেত্রের ক্ষেত্রফল = 1 বর্গ একক; নির্ণয়ের জন্য ০৫ নম্বর।
বিকল্প:",Math
